id,date,route_id,origin,destination,cargo_type,freight_rate_usd_per_ton,bunker_fuel_price_usd,cargo_demand_index,vessel_availability_index,port_congestion_days,created_at,target_rate_30d,rate_lag_1,rate_lag_7,rate_lag_14,rate_roll_7_mean,rate_roll_14_mean,rate_roll_7_std,demand_vessel_ratio,fuel_price_lag_1,month,month_sin,month_cos
15,2024-09-23,1,"Paradip, India","Qingdao, China",Iron Ore,44.35,612.54,107.6,99.4,4.9,2026-09-09 06:56:12.007816+00:00,39.26,41.24,42.73,43.35,41.46142857142856,41.707857142857144,2.0886552976451,1.0824948609160099,612.72,9,-1.0,-1.8369701987210297e-16
16,2024-09-24,1,"Paradip, India","Qingdao, China",Iron Ore,40.44,613.02,95.6,109.4,3.7,2026-09-09 06:56:12.007816+00:00,41.2,44.35,39.97,38.91,41.528571428571425,41.817142857142855,2.0397011919349715,0.8738573241446687,612.54,9,-1.0,-1.8369701987210297e-16
17,2024-09-25,1,"Paradip, India","Qingdao, China",Iron Ore,40.81,610.82,107.8,104.3,3.7,2026-09-09 06:56:12.007816+00:00,38.29,40.44,39.39,44.64,41.73142857142857,41.54357142857143,1.8536938669534797,1.0335569478852398,613.02,9,-1.0,-1.8369701987210297e-16
18,2024-09-26,1,"Paradip, India","Qingdao, China",Iron Ore,43.15,608.26,101.6,89.8,3.1,2026-09-09 06:56:12.007816+00:00,42.94,40.81,39.83,42.05,42.205714285714286,41.622142857142855,1.7048641895358985,1.1314029920486646,610.82,9,-1.0,-1.8369701987210297e-16
19,2024-09-27,1,"Paradip, India","Qingdao, China",Iron Ore,42.27,609.09,91.5,91.2,4.9,2026-09-09 06:56:12.007816+00:00,40.42,43.15,44.37,42.37,41.90571428571429,41.614999999999995,1.421816410357504,1.0032893636744118,608.26,9,-1.0,-1.8369701987210297e-16
20,2024-09-28,1,"Paradip, India","Qingdao, China",Iron Ore,43.67,606.73,110.3,97.8,4.7,2026-09-09 06:56:12.007816+00:00,41.91,42.27,41.08,41.18,42.27571428571429,41.792857142857144,1.5056544218695191,1.127811745622521,609.09,9,-1.0,-1.8369701987210297e-16
21,2024-09-29,1,"Paradip, India","Qingdao, China",Iron Ore,39.87,605.79,101.1,95.2,2.2,2026-09-09 06:56:12.007816+00:00,42.18,43.67,41.24,41.8,42.08,41.65500000000001,1.734387499954954,1.0619746783640043,606.73,9,-1.0,-1.8369701987210297e-16
22,2024-09-30,1,"Paradip, India","Qingdao, China",Iron Ore,39.31,605.91,92.7,93.3,3.2,2026-09-09 06:56:12.007816+00:00,38.81,39.87,44.35,42.73,41.36,41.410714285714285,1.6802678357928467,0.9935690253409405,605.79,9,-1.0,-1.8369701987210297e-16
23,2024-10-01,1,"Paradip, India","Qingdao, China",Iron Ore,42.72,603.43,111.8,92.5,1.5,2026-09-09 06:56:12.007816+00:00,43.89,39.31,40.44,39.97,41.68571428571429,41.607142857142854,1.693141627693488,1.208648517983944,605.91,10,-0.8660254037844386,0.5000000000000001
24,2024-10-02,1,"Paradip, India","Qingdao, China",Iron Ore,41.65,599.57,114.4,110.7,5.4,2026-09-09 06:56:12.007816+00:00,37.87,42.72,40.81,39.39,41.80571428571428,41.76857142857143,1.6499480511302644,1.0334235742164792,603.43,10,-0.8660254037844386,0.5000000000000001
25,2024-10-03,1,"Paradip, India","Qingdao, China",Iron Ore,36.7,595.59,85.9,105.5,1.7,2026-09-09 06:56:12.007816+00:00,41.85,41.65,43.15,39.83,40.88428571428572,41.545,2.403191330591163,0.8142179323016179,599.57,10,-0.8660254037844386,0.5000000000000001
26,2024-10-04,1,"Paradip, India","Qingdao, China",Iron Ore,42.1,594.71,89.3,86.3,3.1,2026-09-09 06:56:12.007816+00:00,44.95,36.7,42.27,44.37,40.86,41.382857142857134,2.387662734419014,1.0347623366439933,595.59,10,-0.8660254037844386,0.5000000000000001
27,2024-10-05,1,"Paradip, India","Qingdao, China",Iron Ore,45.67,594.74,107.2,89.8,5.0,2026-09-09 06:56:12.007816+00:00,41.26,42.1,43.67,41.08,41.145714285714284,41.71071428571429,2.8540664389770596,1.1937637868859925,594.71,10,-0.8660254037844386,0.5000000000000001
28,2024-10-06,1,"Paradip, India","Qingdao, China",Iron Ore,44.27,592.24,108.9,93.9,4.7,2026-09-09 06:56:12.007816+00:00,41.85,45.67,39.87,41.24,41.77428571428572,41.92714285714286,3.006719458938908,1.1597442854372433,594.74,10,-0.8660254037844386,0.5000000000000001
29,2024-10-07,1,"Paradip, India","Qingdao, China",Iron Ore,37.83,594.53,91.1,108.5,4.3,2026-09-09 06:56:12.007816+00:00,45.43,44.27,39.31,44.35,41.56285714285714,41.46142857142858,3.2509983814499894,0.8396312590201603,592.24,10,-0.8660254037844386,0.5000000000000001
30,2024-10-08,1,"Paradip, India","Qingdao, China",Iron Ore,42.57,597.61,99.8,95.0,4.3,2026-09-09 06:56:12.007816+00:00,40.99,37.83,42.72,40.44,41.541428571428575,41.61357142857143,3.2425834791177843,1.0505262052077677,594.53,10,-0.8660254037844386,0.5000000000000001
31,2024-10-09,1,"Paradip, India","Qingdao, China",Iron Ore,36.92,595.72,94.4,114.7,2.7,2026-09-09 06:56:12.007816+00:00,40.38,42.57,41.65,40.81,40.86571428571428,41.33571428571429,3.679578133168963,0.8230164931982134,597.61,10,-0.8660254037844386,0.5000000000000001
32,2024-10-10,1,"Paradip, India","Qingdao, China",Iron Ore,42.03,596.69,109.3,90.9,3.5,2026-09-09 06:56:12.007816+00:00,38.83,36.92,36.7,43.15,41.62714285714286,41.25571428571429,3.1932152776666634,1.2024201097447622,595.72,10,-0.8660254037844386,0.5000000000000001
33,2024-10-11,1,"Paradip, India","Qingdao, China",Iron Ore,37.98,599.98,98.2,114.2,4.8,2026-09-09 06:56:12.007816+00:00,42.01,42.03,42.1,42.27,41.03857142857142,40.94928571428572,3.46007913479556,0.8598948458936212,596.69,10,-0.8660254037844386,0.5000000000000001
34,2024-10-12,1,"Paradip, India","Qingdao, China",Iron Ore,38.92,603.77,86.6,100.3,3.1,2026-09-09 06:56:12.007816+00:00,42.82,37.98,45.67,43.67,40.074285714285715,40.61,2.839077650357922,0.8634096846052158,599.98,10,-0.8660254037844386,0.5000000000000001
35,2024-10-13,1,"Paradip, India","Qingdao, China",Iron Ore,42.26,600.53,114.0,112.6,5.3,2026-09-09 06:56:12.007816+00:00,40.9,38.92,44.27,39.87,39.787142857142854,40.78071428571428,2.4137917217917573,1.0124333026258168,603.77,10,-0.8660254037844386,0.5000000000000001
36,2024-10-14,1,"Paradip, India","Qingdao, China",Iron Ore,37.12,603.1,91.3,109.3,2.1,2026-09-09 06:56:12.007816+00:00,38.87,42.26,37.83,39.31,39.68571428571429,40.62428571428571,2.522220299279026,0.8353155685896094,600.53,10,-0.8660254037844386,0.5000000000000001
37,2024-10-15,1,"Paradip, India","Qingdao, China",Iron Ore,38.67,603.77,88.8,100.6,2.5,2026-09-09 06:56:12.007816+00:00,41.25,37.12,42.57,42.72,39.128571428571426,40.334999999999994,2.187437073924846,0.8827036895920786,603.1,10,-0.8660254037844386,0.5000000000000001
38,2024-10-16,1,"Paradip, India","Qingdao, China",Iron Ore,40.04,601.89,101.6,103.5,3.6,2026-09-09 06:56:12.007816+00:00,42.55,38.67,36.92,41.65,39.574285714285715,40.220000000000006,1.969414948175011,0.9816424172326166,603.77,10,-0.8660254037844386,0.5000000000000001
39,2024-10-17,1,"Paradip, India","Qingdao, China",Iron Ore,39.14,599.64,89.3,89.9,1.3,2026-09-09 06:56:12.007816+00:00,41.59,40.04,42.03,36.7,39.16142857142857,40.394285714285715,1.64501700671479,0.9933258071940146,601.89,10,-0.8660254037844386,0.5000000000000001
40,2024-10-18,1,"Paradip, India","Qingdao, China",Iron Ore,39.42,598.85,88.7,93.7,1.6,2026-09-09 06:56:12.007816+00:00,40.82,39.14,37.98,42.1,39.36714285714286,40.20285714285715,1.5605203649820616,0.9466381060151434,599.64,10,-0.8660254037844386,0.5000000000000001
41,2024-10-19,1,"Paradip, India","Qingdao, China",Iron Ore,42.79,600.12,112.3,109.4,4.6,2026-09-09 06:56:12.007816+00:00,38.79,39.42,38.92,45.67,39.92,39.99714285714286,1.999491602049533,1.0265081328603167,598.85,10,-0.8660254037844386,0.5000000000000001
42,2024-10-20,1,"Paradip, India","Qingdao, China",Iron Ore,41.89,600.9,111.1,98.8,3.4,2026-09-09 06:56:12.007816+00:00,42.62,42.79,42.26,44.27,39.86714285714286,39.82714285714286,1.9310421563300355,1.1244938133103428,600.12,10,-0.8660254037844386,0.5000000000000001
43,2024-10-21,1,"Paradip, India","Qingdao, China",Iron Ore,39.32,601.79,105.8,108.1,1.6,2026-09-09 06:56:12.007816+00:00,42.38,41.89,37.12,37.83,40.18142857142857,39.933571428571426,1.5510580106433467,0.9787233137166222,600.9,10,-0.8660254037844386,0.5000000000000001
44,2024-10-22,1,"Paradip, India","Qingdao, China",Iron Ore,43.84,603.98,113.3,105.4,4.0,2026-09-09 06:56:12.007816+00:00,41.92,39.32,38.67,42.57,40.92,40.02428571428572,1.9024983574237204,1.0749524596819298,601.79,10,-0.8660254037844386,0.5000000000000001
45,2024-10-23,1,"Paradip, India","Qingdao, China",Iron Ore,39.26,606.03,91.3,93.1,3.0,2026-09-09 06:56:12.007816+00:00,37.64,43.84,40.04,36.92,40.80857142857143,40.19142857142857,1.9837374538265495,0.9806658452560854,603.98,10,-0.8660254037844386,0.5000000000000001
46,2024-10-24,1,"Paradip, India","Qingdao, China",Iron Ore,41.2,603.78,97.6,88.1,1.3,2026-09-09 06:56:12.007816+00:00,42.08,39.26,39.14,42.03,41.10285714285715,40.13214285714286,1.8427399372104663,1.107831883333498,606.03,10,-0.8660254037844386,0.5000000000000001
47,2024-10-25,1,"Paradip, India","Qingdao, China",Iron Ore,38.29,606.91,91.3,113.9,3.1,2026-09-09 06:56:12.007816+00:00,44.54,41.2,39.42,37.98,40.941428571428574,40.15428571428571,2.0523111246545707,0.8015802632501963,603.78,10,-0.8660254037844386,0.5000000000000001
48,2024-10-26,1,"Paradip, India","Qingdao, China",Iron Ore,42.94,610.17,106.2,88.6,2.9,2026-09-09 06:56:12.007816+00:00,38.1,38.29,42.79,38.92,40.962857142857146,40.441428571428574,2.07548158496378,1.1986454629068326,606.91,10,-0.8660254037844386,0.5000000000000001
49,2024-10-27,1,"Paradip, India","Qingdao, China",Iron Ore,40.42,610.07,92.3,103.7,3.3,2026-09-09 06:56:12.007816+00:00,39.8,42.94,41.89,42.26,40.75285714285714,40.31,2.040103872238804,0.8900674165798055,610.17,10,-0.8660254037844386,0.5000000000000001
50,2024-10-28,1,"Paradip, India","Qingdao, China",Iron Ore,41.91,609.94,114.7,102.4,3.2,2026-09-09 06:56:12.007816+00:00,42.31,40.42,39.32,37.12,41.12285714285714,40.652142857142856,1.9706066264453779,1.1201170781135665,610.07,10,-0.8660254037844386,0.5000000000000001
51,2024-10-29,1,"Paradip, India","Qingdao, China",Iron Ore,42.18,607.3,86.7,88.6,4.5,2026-09-09 06:56:12.007816+00:00,41.14,41.91,43.84,38.67,40.885714285714286,40.90285714285715,1.6653714014482939,0.9785551942939962,609.94,10,-0.8660254037844386,0.5000000000000001
52,2024-10-30,1,"Paradip, India","Qingdao, China",Iron Ore,38.81,604.3,89.8,111.1,3.7,2026-09-09 06:56:12.007816+00:00,41.76,42.18,39.26,40.04,40.82142857142857,40.815,1.7453502854864311,0.808280755330265,607.3,10,-0.8660254037844386,0.5000000000000001
53,2024-10-31,1,"Paradip, India","Qingdao, China",Iron Ore,43.89,604.73,102.6,85.7,4.2,2026-09-09 06:56:12.007816+00:00,42.11,38.81,41.2,39.14,41.205714285714286,41.15428571428571,2.1022436993432816,1.197199393558997,604.3,10,-0.8660254037844386,0.5000000000000001
54,2024-11-01,1,"Paradip, India","Qingdao, China",Iron Ore,37.87,606.71,87.1,109.6,4.7,2026-09-09 06:56:12.007816+00:00,39.36,43.89,38.29,39.42,41.145714285714284,41.04357142857143,2.202913655009776,0.7947079566872302,604.73,11,-0.5000000000000004,0.8660254037844384
55,2024-11-02,1,"Paradip, India","Qingdao, China",Iron Ore,41.85,604.43,93.1,91.0,3.1,2026-09-09 06:56:12.007816+00:00,43.5,37.87,42.94,42.79,40.99,40.97642857142857,2.090605972758447,1.0230768106508998,606.71,11,-0.5000000000000004,0.8660254037844384
56,2024-11-03,1,"Paradip, India","Qingdao, China",Iron Ore,44.95,607.84,91.7,85.5,5.4,2026-09-09 06:56:12.007816+00:00,42.2,41.85,40.42,41.89,41.637142857142855,41.195,2.538009156049372,1.0725144944427492,604.43,11,-0.5000000000000004,0.8660254037844384
57,2024-11-04,1,"Paradip, India","Qingdao, China",Iron Ore,41.26,606.95,106.6,95.6,1.6,2026-09-09 06:56:12.007816+00:00,42.71,44.95,41.91,39.32,41.544285714285714,41.33357142857143,2.5382530550417037,1.1150626448679242,607.84,11,-0.5000000000000004,0.8660254037844384
58,2024-11-05,1,"Paradip, India","Qingdao, China",Iron Ore,41.85,606.95,95.2,93.2,4.6,2026-09-09 06:56:12.007816+00:00,39.9,41.26,42.18,43.84,41.49714285714286,41.19142857142857,2.527519958943374,1.0214591178691934,606.95,11,-0.5000000000000004,0.8660254037844384
59,2024-11-06,1,"Paradip, India","Qingdao, China",Iron Ore,45.43,605.37,114.7,98.7,5.4,2026-09-09 06:56:12.007816+00:00,43.61,41.85,38.81,39.26,42.44285714285714,41.63214285714286,2.5921722826342246,1.1621072784085837,606.95,11,-0.5000000000000004,0.8660254037844384
60,2024-11-07,1,"Paradip, India","Qingdao, China",Iron Ore,40.99,603.2,103.0,93.6,1.7,2026-09-09 06:56:12.007816+00:00,44.62,45.43,43.89,41.2,42.028571428571425,41.61714285714286,2.5537973593025995,1.1004272328603384,605.37,11,-0.5000000000000004,0.8660254037844384
61,2024-11-08,1,"Paradip, India","Qingdao, China",Iron Ore,40.38,602.36,95.2,93.7,2.4,2026-09-09 06:56:12.007816+00:00,41.03,40.99,37.87,38.29,42.387142857142855,41.76642857142857,1.9855873546276224,1.01600842945481,603.2,11,-0.5000000000000004,0.8660254037844384
62,2024-11-09,1,"Paradip, India","Qingdao, China",Iron Ore,38.83,598.85,99.7,105.4,1.4,2026-09-09 06:56:12.007816+00:00,40.98,40.38,41.85,42.94,41.955714285714286,41.47285714285714,2.405451150635826,0.9459202138595622,602.36,11,-0.5000000000000004,0.8660254037844384
63,2024-11-10,1,"Paradip, India","Qingdao, China",Iron Ore,42.01,601.97,111.6,104.0,3.8,2026-09-09 06:56:12.007816+00:00,40.96,38.83,44.95,40.42,41.535714285714285,41.58642857142858,2.0215328931519303,1.0730768198964595,598.85,11,-0.5000000000000004,0.8660254037844384
64,2024-11-11,1,"Paradip, India","Qingdao, China",Iron Ore,42.82,599.02,100.1,90.3,2.5,2026-09-09 06:56:12.007816+00:00,40.51,42.01,41.26,41.91,41.75857142857143,41.651428571428575,2.0714441707130145,1.1085270090224795,601.97,11,-0.5000000000000004,0.8660254037844384
65,2024-11-12,1,"Paradip, India","Qingdao, China",Iron Ore,40.9,599.34,112.7,105.6,3.9,2026-09-09 06:56:12.007816+00:00,42.77,42.82,41.85,42.18,41.62285714285714,41.559999999999995,2.0954372199751345,1.067234747420952,599.02,11,-0.5000000000000004,0.8660254037844384
66,2024-11-13,1,"Paradip, India","Qingdao, China",Iron Ore,38.87,603.21,92.2,98.4,1.8,2026-09-09 06:56:12.007816+00:00,42.81,40.9,45.43,38.81,40.685714285714276,41.56428571428571,1.487804390624614,0.9369917746959578,599.34,11,-0.5000000000000004,0.8660254037844384
67,2024-11-14,1,"Paradip, India","Qingdao, China",Iron Ore,41.25,606.95,107.1,104.8,4.4,2026-09-09 06:56:12.007816+00:00,36.77,38.87,40.99,43.89,40.722857142857144,41.37571428571429,1.4998634858514457,1.0219464673715202,603.21,11,-0.5000000000000004,0.8660254037844384
68,2024-11-15,1,"Paradip, India","Qingdao, China",Iron Ore,42.55,608.58,109.7,90.8,1.1,2026-09-09 06:56:12.007816+00:00,43.71,41.25,40.38,37.87,41.03285714285715,41.71,1.6353258012366976,1.2081496466795543,606.95,11,-0.5000000000000004,0.8660254037844384
69,2024-11-16,1,"Paradip, India","Qingdao, China",Iron Ore,41.59,605.96,100.4,88.9,3.6,2026-09-09 06:56:12.007816+00:00,41.57,42.55,38.83,41.85,41.42714285714286,41.69142857142857,1.3175319640109084,1.1293587031092571,608.58,11,-0.5000000000000004,0.8660254037844384
70,2024-11-17,1,"Paradip, India","Qingdao, China",Iron Ore,40.82,603.4,93.7,91.7,3.7,2026-09-09 06:56:12.007816+00:00,42.12,41.59,42.01,44.95,41.25714285714286,41.396428571428565,1.3065184561231593,1.0218101393882073,605.96,11,-0.5000000000000004,0.8660254037844384
71,2024-11-18,1,"Paradip, India","Qingdao, China",Iron Ore,38.79,607.43,85.2,96.5,2.8,2026-09-09 06:56:12.007816+00:00,40.95,40.82,42.82,41.26,40.68142857142857,41.21999999999999,1.38840950457022,0.8829014629117655,603.4,11,-0.5000000000000004,0.8660254037844384
72,2024-11-19,1,"Paradip, India","Qingdao, China",Iron Ore,42.62,608.69,102.9,102.1,3.7,2026-09-09 06:56:12.007816+00:00,40.58,38.79,40.9,41.85,40.92714285714286,41.275,1.5734115194454938,1.0078353567252345,607.43,11,-0.5000000000000004,0.8660254037844384
73,2024-11-20,1,"Paradip, India","Qingdao, China",Iron Ore,42.38,608.49,103.6,107.7,4.2,2026-09-09 06:56:12.007816+00:00,39.84,42.62,38.87,45.43,41.42857142857143,41.05714285714286,1.3523242778198268,0.9619312013062951,608.69,11,-0.5000000000000004,0.8660254037844384
74,2024-11-21,1,"Paradip, India","Qingdao, China",Iron Ore,41.92,606.28,108.1,111.2,5.0,2026-09-09 06:56:12.007816+00:00,36.54,42.38,41.25,40.99,41.52428571428572,41.12357142857143,1.3612599205987572,0.9721222147372108,608.49,11,-0.5000000000000004,0.8660254037844384
75,2024-11-22,1,"Paradip, India","Qingdao, China",Iron Ore,37.64,606.24,106.1,113.9,2.6,2026-09-09 06:56:12.007816+00:00,41.1,41.92,42.55,40.38,40.82285714285714,40.92785714285714,1.9021804531091278,0.931518794423284,606.28,11,-0.5000000000000004,0.8660254037844384
76,2024-11-23,1,"Paradip, India","Qingdao, China",Iron Ore,42.08,608.1,104.8,92.4,3.9,2026-09-09 06:56:12.007816+00:00,40.78,37.64,41.59,38.83,40.892857142857146,41.160000000000004,1.943679622826366,1.1341990114503233,606.24,11,-0.5000000000000004,0.8660254037844384
77,2024-11-24,1,"Paradip, India","Qingdao, China",Iron Ore,44.54,610.87,106.8,85.4,2.1,2026-09-09 06:56:12.007816+00:00,40.63,42.08,40.82,42.01,41.42428571428571,41.340714285714284,2.3800130051665414,1.250585333655113,608.1,11,-0.5000000000000004,0.8660254037844384
78,2024-11-25,1,"Paradip, India","Qingdao, China",Iron Ore,38.1,608.82,89.0,104.5,4.0,2026-09-09 06:56:12.007816+00:00,42.93,44.54,38.79,42.82,41.325714285714284,41.003571428571426,2.517610356024512,0.8516745596483675,610.87,11,-0.5000000000000004,0.8660254037844384
79,2024-11-26,1,"Paradip, India","Qingdao, China",Iron Ore,39.8,611.38,89.2,94.6,3.7,2026-09-09 06:56:12.007816+00:00,44.77,38.1,42.62,40.9,40.92285714285714,40.925000000000004,2.5015576100083026,0.9429174478945616,608.82,11,-0.5000000000000004,0.8660254037844384
80,2024-11-27,1,"Paradip, India","Qingdao, China",Iron Ore,42.31,607.86,104.1,109.8,5.4,2026-09-09 06:56:12.007816+00:00,44.42,39.8,42.38,38.87,40.91285714285714,41.17071428571428,2.4948928787004965,0.9480873453472363,611.38,11,-0.5000000000000004,0.8660254037844384
81,2024-11-28,1,"Paradip, India","Qingdao, China",Iron Ore,41.14,610.76,103.2,93.9,1.2,2026-09-09 06:56:12.007816+00:00,40.34,42.31,41.92,41.25,40.80142857142857,41.16285714285714,2.4595828140250924,1.0990414165025115,607.86,11,-0.5000000000000004,0.8660254037844384
82,2024-11-29,1,"Paradip, India","Qingdao, China",Iron Ore,41.76,611.97,104.4,107.3,4.6,2026-09-09 06:56:12.007816+00:00,38.42,41.14,37.64,42.55,41.39,41.10642857142857,2.032920723163262,0.9729728822951648,610.76,11,-0.5000000000000004,0.8660254037844384
83,2024-11-30,1,"Paradip, India","Qingdao, China",Iron Ore,42.11,614.95,109.0,112.9,4.5,2026-09-09 06:56:12.007816+00:00,41.98,41.76,42.08,41.59,41.394285714285715,41.14357142857143,2.0346486768224166,0.9654560703759015,611.97,11,-0.5000000000000004,0.8660254037844384
84,2024-12-01,1,"Paradip, India","Qingdao, China",Iron Ore,39.36,618.63,99.3,112.7,1.8,2026-09-09 06:56:12.007816+00:00,43.53,42.11,44.54,40.82,40.65428571428571,41.03928571428571,1.5941754100773284,0.8811001880124056,614.95,12,-2.4492935982947064e-16,1.0
85,2024-12-02,1,"Paradip, India","Qingdao, China",Iron Ore,43.5,619.35,112.3,95.6,3.5,2026-09-09 06:56:12.007816+00:00,42.92,39.36,38.1,38.79,41.425714285714285,41.37571428571429,1.4523757220826883,1.1746860695935073,618.63,12,-2.4492935982947064e-16,1.0
86,2024-12-03,1,"Paradip, India","Qingdao, China",Iron Ore,42.2,618.86,106.1,107.3,4.9,2026-09-09 06:56:12.007816+00:00,43.17,43.5,39.8,42.62,41.76857142857143,41.34571428571429,1.2773726756044683,0.9888163104551434,619.35,12,-2.4492935982947064e-16,1.0
87,2024-12-04,1,"Paradip, India","Qingdao, China",Iron Ore,42.71,619.77,102.4,98.2,4.3,2026-09-09 06:56:12.007816+00:00,39.45,42.2,42.31,42.38,41.825714285714284,41.369285714285716,1.3140504447807688,1.0427697512454428,618.86,12,-2.4492935982947064e-16,1.0
88,2024-12-05,1,"Paradip, India","Qingdao, China",Iron Ore,39.9,617.3,88.9,105.0,4.1,2026-09-09 06:56:12.007816+00:00,40.12,42.71,41.14,41.92,41.64857142857143,41.225,1.4932562692700313,0.8466665860317537,619.77,12,-2.4492935982947064e-16,1.0
89,2024-12-06,1,"Paradip, India","Qingdao, China",Iron Ore,43.61,621.01,104.6,90.5,2.2,2026-09-09 06:56:12.007816+00:00,40.08,39.9,41.76,37.64,41.91285714285714,41.651428571428575,1.669567950955309,1.1558009772595603,617.3,12,-2.4492935982947064e-16,1.0
90,2024-12-07,1,"Paradip, India","Qingdao, China",Iron Ore,44.62,619.45,108.7,91.5,4.4,2026-09-09 06:56:12.007816+00:00,37.51,43.61,42.11,42.08,42.271428571428565,41.83285714285715,1.962756807583215,1.1879780122428403,621.01,12,-2.4492935982947064e-16,1.0
91,2024-12-08,1,"Paradip, India","Qingdao, China",Iron Ore,41.03,619.16,101.4,91.5,1.9,2026-09-09 06:56:12.007816+00:00,44.26,44.62,39.36,44.54,42.51,41.582142857142856,1.6217685819294023,1.1081966001970929,619.45,12,-2.4492935982947064e-16,1.0
92,2024-12-09,1,"Paradip, India","Qingdao, China",Iron Ore,40.98,617.42,97.9,98.6,1.6,2026-09-09 06:56:12.007816+00:00,46.5,41.03,43.5,38.1,42.15,41.78785714285714,1.6449113451287594,0.9929005078194212,619.16,12,-2.4492935982947064e-16,1.0
93,2024-12-10,1,"Paradip, India","Qingdao, China",Iron Ore,40.96,618.54,94.3,95.7,3.8,2026-09-09 06:56:12.007816+00:00,41.7,40.98,42.2,39.8,41.972857142857144,41.87071428571428,1.7043250304809174,0.9853708479236313,617.42,12,-2.4492935982947064e-16,1.0
94,2024-12-11,1,"Paradip, India","Qingdao, China",Iron Ore,40.51,615.17,87.2,101.2,4.5,2026-09-09 06:56:12.007816+00:00,38.93,40.96,42.71,42.31,41.65857142857143,41.74214285714286,1.74802201141202,0.8616599939071152,618.54,12,-2.4492935982947064e-16,1.0
